rank,zone,n_tickets,w_tickets,lat,lon,sev_mean,junction_share,veh_mean,n_days,n_hours,approved_share,rejected_share,top_violation,top_vehicle,police_station,junction_name,address,peak_hour,peak_dow,persistence,c_volume,c_severity,c_junction,c_vehicle,c_persistence,CIS,tier
893,214_199,46,43.0,12.988761349999999,77.57571787173913,0.46304345,0.41304347826086957,0.4684783,14,10,0.5,0.08695652173913043,NO PARKING,CAR,Sheshadripuram,No Junction,"Shri J Lingaiah Road, Nehru Nagar, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",13,Tuesday,0.22266666666666668,0.18702684,0.023715438,0.41304347826086957,0.34025288,0.2047853624208304,20.850077309203378,Low
894,172_156,38,35.75,12.932573365979032,77.51606623223081,0.59921056,0.0,0.5957895,28,11,0.47368421052631576,0.07894736842105263,NO PARKING,CAR,Kengeri,No Junction,"Sri Sri Sri Tiruchi Mahaswamiji Road, Ideal Home Township, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",7,Thursday,0.29533333333333334,0.1547515,0.27129197,0.0,0.5812723,0.28149190710767064,20.82624392378171,Low
895,239_205,64,58.75,13.02295694375,77.584648778125,0.58125,0.0,0.48484376,29,10,0.140625,0.109375,WRONG PARKING,CAR,Kodigehalli,No Junction,"1st Main Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",10,Sunday,0.2826666666666667,0.24187551,0.23863643,0.0,0.3712352,0.2681210415200563,20.825116486982676,Low
896,284_244,37,31.75,13.083460627027028,77.63825236216216,0.7324324,0.0,0.38243246,14,7,0.6486486486486487,0.1891891891891892,WRONG PARKING,SCOOTER,Hennuru,No Junction,"Munninarasimha Road, Prisha Orchids, Chokkanahalli, Bengaluru, Karnataka. Pin-560064 (India)",13,Sunday,0.1726666666666667,0.13409491,0.5135135,0.0,0.17735507,0.15200562983814217,20.824766552454566,Low
897,191_249,93,84.75,12.958222167741937,77.64514959892473,0.4510753,0.0,0.63473123,44,11,0.3010752688172043,0.11827956989247312,NO PARKING,CAR,Jeevanbheemanagar,No Junction,"Golf Avenue Road, Muniallappa Garden, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",3,Tuesday,0.35933333333333334,0.30663484,0.0019551404,0.0,0.6549949,0.3490499648135116,20.821547004263806,Low
898,190_292,78,63.0,12.956687975641026,77.70397088974359,0.53589743,0.0,0.55641025,27,12,0.46153846153846156,0.2564102564102564,NO PARKING,CAR,HAL Old Airport,No Junction,"HAL Airport Road, SJR Spencer, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",3,Monday,0.308,0.25419295,0.15617721,0.0,0.50672144,0.294862772695285,20.817025856892883,Low
899,223_225,89,77.0,13.00096880224719,77.61204602022471,0.51797754,0.0,0.5207865,32,12,0.449438202247191,0.1797752808988764,WRONG PARKING,CAR,Pulikeshinagar(F.Town),No Junction,"Madhavaraya Mudaliar Road, Puttanna Junction, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",11,Saturday,0.328,0.28965443,0.12359558,0.0,0.4392803,0.3159746657283603,20.780344809563456,Low
900,218_228,143,129.5,12.994490737762238,77.6156786006993,0.46433568,0.0,0.42069933,45,15,0.2867132867132867,0.1258741258741259,NO PARKING,SCOOTER,Pulikeshinagar(F.Town),No Junction,"Coles Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12,Tuesday,0.43,0.38191116,0.026064945,0.0,0.24980004,0.4236453201970443,20.75296695192753,Low
901,237_167,65,53.75,13.019949827692306,77.5318829123077,0.5376923,0.0,0.6566154,14,9,0.38461538461538464,0.23076923076923078,WRONG PARKING,CAR,Rajajinagar,No Junction,"1st C Main Road, Block 1, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",3,Wednesday,0.20600000000000002,0.22621007,0.15944062,0.0,0.6964249,0.18719211822660098,20.73953828274323,Low
902,170_279,56,48.5,12.9302809375,77.68586311964285,0.5607143,0.0,0.58446425,28,11,0.42857142857142855,0.17857142857142858,NO PARKING,CAR,HAL Old Airport,No Junction,"Outer Ring Road, Vajram Esteva, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",8,Thursday,0.29533333333333334,0.20814018,0.20129879,0.0,0.55983186,0.28149190710767064,20.730613486646014,Low
903,260_163,242,209.0,13.050493133057852,77.52553816528926,0.49917355,0.0,0.29966944,25,6,0.4834710743801653,0.18181818181818182,NO PARKING,SCOOTER,Jalahalli,No Junction,"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",3,Tuesday,0.2,0.46718943,0.08940652,0.0,0.020672122,0.18085855031667838,20.602100269897154,Low
904,220_224,111,87.0,12.997342524324324,77.61037444864866,0.53063065,0.0,0.50000006,22,8,0.42342342342342343,0.2882882882882883,WRONG PARKING,CAR,Pulikeshinagar(F.Town),No Junction,"Coles Road, Cleveland Town, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",3,Thursday,0.22133333333333333,0.31127775,0.14660123,0.0,0.39992836,0.20337790288529203,20.592814315160254,Low
905,223_273,50,38.0,13.000577248201123,77.67759405997784,0.607,0.0,0.547,27,11,0.32,0.32,WRONG PARKING,CAR,Mahadevapura,No Junction,"Outer Ring Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",1,Tuesday,0.29133333333333333,0.16540352,0.28545457,0.0,0.48890635,0.2772695285010556,20.5872465788605,Low
906,130_176,45,42.0,12.875839567070104,77.54398752718994,0.5788889,0.0,0.586,29,10,0.37777777777777777,0.08888888888888889,NO PARKING,CAR,Thalagattapura,No Junction,"Konanakunte Main Road, Bayanapalya, Bengaluru, Karnataka. Pin-560109 (India)",10,Sunday,0.2826666666666667,0.18290584,0.23434348,0.0,0.5627393,0.2681210415200563,20.568894745544764,Low
907,161_268,35,33.5,12.918050842857143,77.67123882,0.6228571,0.0,0.5685714,18,11,0.34285714285714286,0.05714285714285714,WRONG PARKING,CAR,Bellandur,No Junction,"Sarjapura Main Road, Ambience Diva, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",3,Friday,0.25533333333333336,0.14342631,0.31428567,0.0,0.52974427,0.23926812104152007,20.56718607165082,Low
908,211_221,90,72.0,12.985385064479141,77.606011422548,0.53944445,0.0,0.4377778,38,15,0.5,0.26666666666666666,WRONG PARKING,SCOOTER,Shivajinagar,No Junction,"A Street, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",10,Friday,0.402,0.27777883,0.16262633,0.0,0.28213215,0.39408866995073893,20.550124601373827,Low
909,100_274,44,31.25,12.835554218181818,77.67922800909092,0.63181823,0.0,0.56363636,29,8,0.3181818181818182,0.38636363636363635,WRONG PARKING,CAR,Electronic City,No Junction,"Hosur Road, Columbia Aaltius, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",2,Friday,0.24933333333333332,0.13133706,0.33057866,0.0,0.52040154,0.23293455313159744,20.394624881000688,Low
910,236_187,59,54.5,13.018334886440678,77.55880298983051,0.5398305,0.0,0.5733899,29,11,0.7288135593220338,0.1016949152542373,NO PARKING,CAR,Yeshwanthpura,No Junction,"CV Raman Road, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",1,Sunday,0.29933333333333334,0.22864895,0.16332825,0.0,0.53886646,0.2857142857142857,20.331726766058377,Low
911,256_150,93,75.75,13.045400793548387,77.50795801827957,0.5467742,0.0,0.42096776,37,12,0.45161290322580644,0.24731182795698925,WRONG PARKING,SCOOTER,Chikkabanavara,No Junction,"Mumbai Bengaluru Highway, Hesarughatta, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)",7,Sunday,0.348,0.28675842,0.17595316,0.0,0.25030822,0.33708655876143556,20.30932099046546,Low
912,215_147,68,58.25,12.990219385294116,77.50379893382353,0.54926467,0.0,0.48176473,40,13,0.4264705882352941,0.19117647058823528,WRONG PARKING,SCOOTER,Kamakshipalya,No Junction,"Magadi Main Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",11,Saturday,0.3766666666666667,0.24036917,0.18048127,0.0,0.36540613,0.3673469387755102,20.25248345063657,Low
913,292_212,154,127.0,13.094144811688313,77.59430976623376,0.5402598,0.0,0.32766235,20,9,0.3181818181818182,0.23376623376623376,WRONG PARKING,SCOOTER,Yelahanka,No Junction,"Allalasandra Main Road, Yelahanka Circle, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",5,Wednesday,0.23000000000000004,0.37844384,0.16410874,0.0,0.07366694,0.21252638986629138,20.210185539938198,Low
914,202_233,93,86.1,12.973383866666667,77.62250441290323,0.46021503,0.0,0.56311834,41,13,0.5053763440860215,0.08602150537634409,NO PARKING,CAR,Halasur,No Junction,"Old Madras Road, Lido Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",4,Monday,0.38066666666666665,0.30943495,0.01857286,0.0,0.5194208,0.37156931738212523,20.204445687945167,Low
915,239_211,96,83.25,13.022932121875,77.592644128125,0.55364585,0.0,0.41927084,14,12,0.8125,0.17708333333333334,WRONG PARKING,SCOOTER,R.T. Nagar,No Junction,"RT Nagar Main Road, Judicial Officers HBCS, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",8,Wednesday,0.256,0.30347148,0.18844704,0.0,0.2470957,0.23997185080928923,20.203353583781254,Low
916,176_211,88,80.5,12.938190722727272,77.59263723522727,0.4568182,0.0,0.5927273,56,9,0.25,0.11363636363636363,NO PARKING,VAN,Wilson Garden,No Junction,"8th Main Road, NIMHANS, Bengaluru, Karnataka. Pin-560029 (India)",8,Thursday,0.374,0.2975227,0.012396789,0.0,0.5754751,0.3645320197044335,20.123285015521965,Low
917,240_211,98,78.5,13.023974161224489,77.59281374591836,0.54285717,0.0,0.43704084,15,14,0.6836734693877551,0.2653061224489796,WRONG PARKING,SCOOTER,R.T. Nagar,No Junction,"RT Nagar Main Road, Judicial Officers HBCS, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",7,Tuesday,0.29333333333333333,0.29306895,0.16883127,0.0,0.280737,0.27938071780436313,20.079372092389374,Low
918,198_258,53,52.25,12.966893052830189,77.65805981698114,0.5688679,0.0,0.5830189,6,8,0.05660377358490566,0.018867924528301886,WRONG PARKING,CAR,Jeevanbheemanagar,No Junction,"1st Cross Road, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",9,Tuesday,0.15733333333333333,0.22123036,0.21612354,0.0,0.5570956,0.13581984517945106,20.075304510988122,Low
919,243_196,90,83.25,13.028304627777779,77.57186630666666,0.52,0.0,0.43866667,38,12,0.4777777777777778,0.1,WRONG PARKING,CAR,Sadashivanagar,No Junction,"80 Feet Road, KGE Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",11,Wednesday,0.352,0.30347148,0.12727275,0.0,0.28381497,0.3413089373680506,20.05456016358987,Low
920,217_222,35,31.25,12.993409402857143,77.60739469142857,0.6414286,0.0,0.51428574,16,12,0.6571428571428571,0.14285714285714285,WRONG PARKING,CAR,Pulikeshinagar(F.Town),No Junction,"St Johns Church Road, Coles Park Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",4,Sunday,0.264,0.13133706,0.34805202,0.0,0.4269733,0.24841660802251936,20.051996613014424,Low
921,213_315,79,58.75,12.987361720253165,77.73575427341773,0.6544304,0.0,0.32405064,12,8,0.34177215189873417,0.34177215189873417,WRONG PARKING,MOTOR CYCLE,Whitefield,No Junction,"Whitefield Road, International Technology Park Bangalore, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",4,Friday,0.18133333333333335,0.24187551,0.37169164,0.0,0.06682941,0.16115411681914146,20.03776962252794,Low
922,264_178,102,93.0,13.056818605882354,77.54697866078432,0.47892156,0.0,0.46803924,48,13,0.2549019607843137,0.11764705882352941,NO PARKING,CAR,Jalahalli,No Junction,"Soniya Gandhi Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",11,Tuesday,0.4086666666666667,0.3231011,0.052584726,0.0,0.3394217,0.40112596762843067,20.028633327550406,Low
923,220_195,87,74.1,12.996919057471265,77.57042579770115,0.5367816,0.0,0.44333333,34,12,0.28735632183908044,0.1839080459770115,WRONG PARKING,CAR,Malleshwaram,No Junction,"5th Cross Road, Malleshwaram Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",7,Monday,0.33599999999999997,0.2828627,0.1577848,0.0,0.29264963,0.3244194229415904,20.015505356065283,Low
924,196_183,153,143.25,12.964315178431374,77.55376589019608,0.470915,0.0,0.33150327,53,13,0.6666666666666666,0.08496732026143791,NO PARKING,SCOOTER,Magadi Road,No Junction,"Hosahalli Main Road, Umar Farooq Nagar, Padarayanapura, Bengaluru, Karnataka. Pin-560018 (India)",10,Monday,0.42866666666666664,0.39986813,0.038027324,0.0,0.080938384,0.4222378606615059,19.977829797831767,Low
925,276_209,75,71.25,13.072584996,77.58989266133334,0.536,0.0,0.52533334,15,9,0.6,0.06666666666666667,WRONG PARKING,CAR,Kodigehalli,No Junction,"Sahakar Nagar Road, L&T Realty Elara Celestia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",10,Sunday,0.21000000000000002,0.2759276,0.15636371,0.0,0.4478881,0.19141449683321604,19.959584166945326,Low
926,166_270,43,40.75,12.924372950776835,77.6738559022382,0.6116279,0.0,0.5011628,21,10,0.5348837209302325,0.06976744186046512,WRONG PARKING,CAR,Bellandur,No Junction,"Outer Ring Road, Golden Residency, Bellandur Village, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",11,Saturday,0.2506666666666667,0.17761765,0.2938689,0.0,0.40212965,0.23434201266713584,19.92805767917113,Low
927,256_179,43,29.5,13.045618244186045,77.5484938744186,0.6651163,0.0,0.56093025,8,4,0.4418604651162791,0.4186046511627907,WRONG PARKING,CAR,Jalahalli,No Junction,"Jalahalli Main Road, Sri Veera Madakari Nayaka Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",11,Monday,0.09866666666666667,0.12133612,0.39112058,0.0,0.51527846,0.07389162561576355,19.916480117170092,Low
928,215_217,100,83.5,12.990616054,77.60079003300001,0.462,0.0,0.6593,18,7,0.23,0.22,NO PARKING,CAR,Shivajinagar,No Junction,"Broadway Road, Nayak Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",3,Thursday,0.18866666666666668,0.30400252,0.021818276,0.0,0.70150733,0.1688951442646024,19.889570216344833,Low
929,191_289,140,119.0,12.95768139,77.70093188785715,0.5017857,0.0,0.32364288,40,15,0.42857142857142855,0.2,NO PARKING,SCOOTER,HAL Old Airport,No Junction,"Marathahalli Underpass, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",10,Sunday,0.41000000000000003,0.3668749,0.09415587,0.0,0.06605747,0.40253342716396906,19.880426407829034,Low
930,146_242,58,53.5,12.89728259219786,77.6350552744541,0.52931035,0.0,0.6317241,14,9,0.5,0.10344827586206896,WRONG PARKING,CAR,HSR Layout,No Junction,"Hosur Road, Narasimha Reddy Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",5,Tuesday,0.20600000000000002,0.22538963,0.14420068,0.0,0.649302,0.18719211822660098,19.85859504400803,Low
931,257_198,77,75.5,13.047454562337663,77.57443958571429,0.5487013,0.0,0.43987018,20,11,0.12987012987012986,0.025974025974025976,WRONG PARKING,MOTOR CYCLE,Kodigehalli,No Junction,"Bhadrappa Flyover, Muniyappa Layout, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",5,Monday,0.26333333333333336,0.2861736,0.17945693,0.0,0.28609338,0.2477128782547502,19.840562694943934,Low
932,260_212,65,59.0,13.051070536923078,77.59352874461538,0.5307692,0.0,0.5650769,22,10,0.26153846153846155,0.12307692307692308,WRONG PARKING,CAR,Kodigehalli,No Junction,"Bellary Road, Kirloskar Business Park, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",1,Wednesday,0.2546666666666667,0.24262401,0.1468532,0.0,0.5231287,0.2385643912737509,19.780100552623413,Low
933,106_248,76,61.0,12.843334614010654,77.64416243959805,0.53157896,0.0,0.46815792,38,15,0.2631578947368421,0.2631578947368421,NO PARKING,SCOOTER,Electronic City,No Junction,"Neeladri Road, Doddathoguru Cross Junction, Bengaluru, Karnataka. Pin-560100 (India)",13,Monday,0.402,0.24850178,0.14832543,0.0,0.33964634,0.39408866995073893,19.743048095057166,Low
934,263_150,92,83.75,13.055002535869564,77.50761081739131,0.46413043,0.0,0.5684783,44,9,0.33695652173913043,0.11956521739130435,NO PARKING,CAR,Chikkabanavara,No Junction,"Hesaraghatta Main Road, Defence Colony, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",11,Sunday,0.326,0.30453214,0.025691766,0.0,0.529568,0.3138634764250528,19.73523405998589,Low
935,262_211,151,116.5,13.053904637086092,77.5927066768212,0.53741723,0.0,0.35026494,6,11,0.5562913907284768,0.304635761589404,WRONG PARKING,SCOOTER,Kodigehalli,No Junction,"Bellary Road, Godrej Platinum, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",11,Saturday,0.20733333333333334,0.36310098,0.15894048,0.0,0.11645706,0.18859957776213934,19.732613066508893,Low
936,214_150,88,76.75,12.989148423863638,77.50785846022728,0.5204545,0.0,0.44352275,31,14,0.4659090909090909,0.17045454545454544,NO PARKING,CAR,Kamakshipalya,No Junction,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",4,Tuesday,0.3573333333333334,0.28907895,0.1280992,0.0,0.29300824,0.34693877551020413,19.719713494485738,Low
937,218_223,59,50.0,12.994839008474576,77.60948900508475,0.56610173,0.0,0.5981356,12,5,0.3898305084745763,0.2033898305084746,WRONG PARKING,CAR,Pulikeshinagar(F.Town),No Junction,"Promenade Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",3,Thursday,0.13133333333333336,0.2134915,0.2110941,0.0,0.5857138,0.10837438423645322,19.69043602240203,Low
938,215_146,59,47.75,12.989969853606757,77.5028052077966,0.5720339,0.0,0.51152545,34,9,0.423728813559322,0.2542372881355932,NO PARKING,CAR,Kamakshipalya,No Junction,"Magadi Main Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",11,Friday,0.28600000000000003,0.20540337,0.22187984,0.0,0.42174768,0.2716396903589022,19.669988533451807,Low
939,259_212,172,156.25,13.04943948255814,77.59339814883721,0.46453488,0.0,0.34813955,32,13,0.5174418604651163,0.12209302325581395,NO PARKING,SCOOTER,Hebbala,No Junction,"Kempapura Main Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",3,Wednesday,0.3446666666666667,0.41533595,0.026427126,0.0,0.11243339,0.3335679099225897,19.657449480408328,Low
940,153_287,75,63.75,12.90660759595796,77.69736596160465,0.542,0.0,0.49813333,21,11,0.56,0.2,WRONG PARKING,SCOOTER,Bellandur,No Junction,"Sarjapura Main Road, Nimritha Kethana Eternal Accolade, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",7,Wednesday,0.26733333333333337,0.25628138,0.16727278,0.0,0.39639437,0.25193525686136525,19.634963034021023,Low
941,293_217,54,46.5,13.095734529629631,77.60039087592592,0.54814816,0.0,0.6309259,21,6,0.5555555555555556,0.18518518518518517,WRONG PARKING,CAR,Yelahanka,No Junction,"Jakkur Main Road, Century Breeze, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",2,Wednesday,0.184,0.20074712,0.17845124,0.0,0.6477908,0.16396903589021813,19.60502873804685,Low
942,153_286,109,93.25,12.906981766010654,77.69615629241612,0.53623855,0.0,0.39880735,19,10,0.45871559633027525,0.1926605504587156,WRONG PARKING,SCOOTER,Bellandur,No Junction,"Sarjapura Main Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",7,Wednesday,0.2426666666666667,0.32357723,0.15679742,0.0,0.2083552,0.2258972554539057,19.587662733231397,Low
943,283_179,48,40.5,13.081727852259313,77.54822149035023,0.5677083,0.0,0.53791666,31,13,0.3541666666666667,0.20833333333333334,NO PARKING,PASSENGER AUTO,Yelahanka,No Junction,"Hesarghatta Road, Mohammad Sab Palya Circle, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",11,Monday,0.3406666666666667,0.17654105,0.21401516,0.0,0.47171023,0.32934553131597466,19.539872850491328,Low
944,239_244,133,106.45,13.02246572556391,77.63804267819549,0.54473686,0.0,0.31338346,19,12,0.47368421052631576,0.24812030075187969,WRONG PARKING,SCOOTER,Banaswadi,No Junction,"CMR Road, Jahnavi Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",13,Sunday,0.276,0.3470732,0.1722489,0.0,0.046634834,0.26108374384236455,19.530970513169184,Low
945,214_145,181,161.05,12.98932554198895,77.50066937348066,0.4834254,0.0,0.31546962,27,11,0.4861878453038674,0.1270718232044199,NO PARKING,SCOOTER,Kamakshipalya,No Junction,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",10,Monday,0.29133333333333333,0.4207258,0.060773537,0.0,0.050584257,0.2772695285010556,19.52327866360865,Low
946,242_176,72,68.25,13.026950761111111,77.543817925,0.51805556,0.0,0.49000004,25,14,0.3472222222222222,0.06944444444444445,NO PARKING,CAR,Yeshwanthpura,No Junction,"Mumbai Bengaluru Highway, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",12,Saturday,0.33333333333333337,0.26832554,0.12373744,0.0,0.3809968,0.32160450387051376,19.510842176084783,Low
947,165_254,82,70.0,12.922974875256115,77.6514985605813,0.46585366,0.0,0.5978049,33,13,0.5487804878048781,0.1951219512195122,NO PARKING,CAR,HSR Layout,No Junction,"27th Main Road, HSR Layout 27th Main Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",10,Sunday,0.3486666666666667,0.2727992,0.02882491,0.0,0.5850878,0.3377902885292048,19.497375195239062,Low
948,215_197,145,136.0,12.99009857724138,77.57282369103449,0.4555172,0.0,0.40006897,35,13,0.43448275862068964,0.08275862068965517,NO PARKING,SCOOTER,Sheshadripuram,No Junction,"Sirur Park Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",8,Friday,0.3566666666666667,0.3906244,0.010031352,0.0,0.21074365,0.3462350457424349,19.492424740904994,Low
949,157_240,109,93.1,12.912386961701811,77.63302541330935,0.54587156,0.0,0.3388991,25,12,0.5504587155963303,0.1834862385321101,WRONG PARKING,SCOOTER,HSR Layout,No Junction,"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",11,Wednesday,0.3,0.32329172,0.17431197,0.0,0.09493982,0.28641801548205487,19.48658695789205,Low
950,275_211,136,115.0,13.071184406617647,77.5924950014706,0.51029414,0.0,0.38257354,25,9,0.3014705882352941,0.20588235294117646,NO PARKING,SCOOTER,Kodigehalli,No Junction,"RK Road Number 7, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",11,Monday,0.25,0.36079782,0.10962577,0.0,0.17762215,0.23363828289936664,19.481171816928256,Low
951,244_195,135,130.5,13.029050242222223,77.57080843185184,0.51592594,0.0,0.31222224,19,12,0.22962962962962963,0.044444444444444446,NO PARKING,SCOOTER,Sadashivanagar,No Junction,"Padmasri CK Venkata Ramaiah Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",8,Saturday,0.276,0.38327953,0.11986541,0.0,0.044436473,0.26108374384236455,19.4666213852358,Low
952,238_211,100,80.5,13.021443299,77.592513847,0.5445,0.0,0.39280003,19,13,0.67,0.26,WRONG PARKING,SCOOTER,R.T. Nagar,No Junction,"RT Nagar Main Road, Nrupathunga Extension, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",5,Wednesday,0.2926666666666667,0.2975227,0.17181823,0.0,0.19698244,0.27867698803659396,19.46534437538347,Low
953,153_240,65,50.75,12.906732303076922,77.63242915538461,0.5223077,0.0,0.60353845,24,11,0.5692307692307692,0.2923076923076923,WRONG PARKING,CAR,HSR Layout,No Junction,"Hosapalya Main Road, S Nazir Sab Layout, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)",13,Tuesday,0.2793333333333333,0.21610843,0.1314686,0.0,0.59594226,0.2646023926812104,19.455956441837245,Low
954,243_189,33,26.25,13.02837388881984,77.56187318301374,0.6166667,0.0,0.59090906,15,13,0.3333333333333333,0.2727272727272727,NO PARKING,CAR,Yeshwanthpura,No Junction,"MS Ramaiah Road, Shriniket Apartment, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)",4,Monday,0.27666666666666667,0.10113873,0.30303034,0.0,0.57203287,0.2617874736101337,19.453817973048398,Low
955,200_177,74,48.5,12.969803344594595,77.54593351891893,0.47027025,0.3783783783783784,0.32810813,26,12,0.24324324324324326,0.4594594594594595,NO PARKING,SCOOTER,Vijayanagara,No Junction,"1st Main Road, Telecom Layout, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",4,Friday,0.304,0.20814018,0.036855064,0.3783783783783784,0.07451087,0.29064039408866993,19.425363533209744,Low
956,229_284,98,92.75,13.009314096938775,77.6931201122449,0.46632653,0.0,0.46346942,37,16,0.030612244897959183,0.07142857142857142,NO PARKING,MOTOR CYCLE,K.R. Pura,No Junction,"New Police Station Road, KV Muniyappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",8,Saturday,0.41466666666666663,0.32262373,0.029684681,0.0,0.3307703,0.40745953553835323,19.41624604999222,Low
957,200_289,45,43.5,12.969807257777777,77.70038940888888,0.5644444,0.0,0.58444446,16,9,0.15555555555555556,0.044444444444444446,NO PARKING,CAR,HAL Old Airport,No Junction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",8,Saturday,0.21400000000000002,0.18905233,0.20808081,0.0,0.5597944,0.1956368754398311,19.37316447008797,Low
958,176_284,36,35.25,12.937628195063859,77.69342399529816,0.58055556,0.0,0.62083334,12,9,0.2222222222222222,0.027777777777777776,NO PARKING,PASSENGER AUTO,HAL Old Airport,No Junction,"Outer Ring Road, Featherlite The Address, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",6,Tuesday,0.198,0.1522959,0.23737378,0.0,0.6286841,0.17874736101337085,19.339015683621945,Low
959,164_264,68,47.0,12.921435910294118,77.66551378382353,0.54117644,0.0,0.57014704,22,12,0.38235294117647056,0.4117647058823529,WRONG PARKING,CAR,Bellandur,No Junction,"Sarjapuram Junction Road, Sobha Garnet, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",11,Friday,0.28800000000000003,0.20262416,0.1657754,0.0,0.53272724,0.27375087966220973,19.301012240816892,Low
960,184_288,93,83.25,12.948435680368702,77.69931521733761,0.4887097,0.0,0.56182796,14,8,0.5268817204301075,0.13978494623655913,NO PARKING,CAR,HAL Old Airport,No Junction,"Outer Ring Road, Marathahalli Extension, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",8,Monday,0.18933333333333333,0.30347148,0.07038132,0.0,0.51697797,0.16959887403237156,19.24680289208763,Low
